233515	-0.0085858491167553
234513	-0.0048074337843435
233515	-0.008036140841734
234513	-0.0053074507977004
233515	-0.0086952664773223
234513	-0.0060769970664527
233516	-0.0084624313163372
234513	-0.0052231975364178
233516	-0.0085730752215042
234513	-0.0050097751467147
233400	-0.0012469129507415
233516	-0.0090125325101187
234513	-0.0040453143449983
233400	-0.0028624451576778
233516	-0.0094043052249033
234513	-0.0040735634940308
233400	-0.0020554589037469
233516	-0.0091102809146064
234514	-0.0045993318728537
233400	-0.0041054317284487
